,fold,epoch,total_train_loss,avg_train_loss,total_val_loss,avg_val_loss,val_accuracy,f1_macro,report
0,1,1,28.015618812292814,0.4119943942984237,3.434395257383585,0.20202325043432853,0.94,0.9343502927965676,"              precision  recall  f1-score  support
0                  0.97    0.91      0.94   287.00
1                  0.90    0.97      0.94   254.00
accuracy           0.94    0.94      0.94     0.94
macro avg          0.94    0.94      0.94   541.00
weighted avg       0.94    0.94      0.94   541.00"
1,1,2,8.612335336394608,0.1266519902410972,2.749674074817449,0.1617455338127911,0.96,0.9541533851563967,"              precision  recall  f1-score  support
0                  0.97    0.94      0.96   287.00
1                  0.94    0.97      0.95   254.00
accuracy           0.96    0.96      0.96     0.96
macro avg          0.96    0.96      0.96   541.00
weighted avg       0.96    0.96      0.96   541.00"
2,1,3,5.1888521302025765,0.0763066489735673,3.401031937915832,0.20006070223034306,0.95,0.94750911164884,"              precision  recall  f1-score  support
0                  0.97    0.94      0.95   287.00
1                  0.93    0.96      0.95   254.00
accuracy           0.95    0.95      0.95     0.95
macro avg          0.95    0.95      0.95   541.00
weighted avg       0.95    0.95      0.95   541.00"
3,2,1,28.1334148645401,0.41372668918441324,2.5898629017174244,0.1523448765716132,0.96,0.9547874864997904,"              precision  recall  f1-score  support
0                  0.96    0.95      0.96   287.00
1                  0.95    0.96      0.95   253.00
accuracy           0.96    0.96      0.96     0.96
macro avg          0.96    0.96      0.96   540.00
weighted avg       0.96    0.96      0.96   540.00"
4,2,2,9.483822939917445,0.13946798441055067,2.1964062275364995,0.12920036632567644,0.97,0.965954235409947,"              precision  recall  f1-score  support
0                  0.98    0.96      0.97   287.00
1                  0.96    0.97      0.96   253.00
accuracy           0.97    0.97      0.97     0.97
macro avg          0.97    0.97      0.97   540.00
weighted avg       0.97    0.97      0.97   540.00"
5,2,3,4.10435916762799,0.0603582230533528,2.399153601145372,0.14112668242031598,0.96,0.9640609553834167,"              precision  recall  f1-score  support
0                  0.97    0.96      0.97   287.00
1                  0.96    0.97      0.96   253.00
accuracy           0.96    0.96      0.96     0.96
macro avg          0.96    0.97      0.96   540.00
weighted avg       0.96    0.96      0.96   540.00"
6,3,1,27.32656754925847,0.40186128748909516,3.1400119811296463,0.18470658712527332,0.94,0.935596352399628,"              precision  recall  f1-score  support
0                  0.94    0.94      0.94   287.00
1                  0.94    0.93      0.93   253.00
accuracy           0.94    0.94      0.94     0.94
macro avg          0.94    0.94      0.94   540.00
weighted avg       0.94    0.94      0.94   540.00"
7,3,2,8.581841202452779,0.12620354709489381,3.882766280323267,0.22839801648960395,0.93,0.9237570697208553,"              precision  recall  f1-score  support
0                  0.91    0.95      0.93   287.00
1                  0.94    0.90      0.92   253.00
accuracy           0.93    0.93      0.93     0.93
macro avg          0.93    0.92      0.93   540.00
weighted avg       0.93    0.93      0.93   540.00"
8,3,3,5.097263760864735,0.07495976118918728,3.1777759175747633,0.18692799515145667,0.95,0.9469456893564443,"              precision  recall  f1-score  support
0                  0.93    0.98      0.95   287.00
1                  0.97    0.92      0.94   253.00
accuracy           0.95    0.95      0.95     0.95
macro avg          0.95    0.95      0.95   540.00
weighted avg       0.95    0.95      0.95   540.00"
9,4,1,28.00754176452756,0.4118756141842288,3.450552958995104,0.20297370347030022,0.94,0.9336328505749265,"              precision  recall  f1-score  support
0                  0.95    0.92      0.94   287.00
1                  0.92    0.95      0.93   253.00
accuracy           0.94    0.94      0.94     0.94
macro avg          0.93    0.94      0.94   540.00
weighted avg       0.94    0.94      0.94   540.00"
10,4,2,8.17764545045793,0.12025949191849898,3.030670833773911,0.17827475492787712,0.95,0.9492074560107333,"              precision  recall  f1-score  support
0                  0.97    0.93      0.95   287.00
1                  0.92    0.97      0.95   253.00
accuracy           0.95    0.95      0.95     0.95
macro avg          0.95    0.95      0.95   540.00
weighted avg       0.95    0.95      0.95   540.00"
11,4,3,3.722147798864171,0.05473746763035545,3.163408061955124,0.18608282717383084,0.95,0.9521747898547901,"              precision  recall  f1-score  support
0                  0.95    0.97      0.96   287.00
1                  0.96    0.94      0.95   253.00
accuracy           0.95    0.95      0.95     0.95
macro avg          0.95    0.95      0.95   540.00
weighted avg       0.95    0.95      0.95   540.00"
12,5,1,27.695483312010765,0.40728651929427595,2.935059992596507,0.17265058779979453,0.94,0.9407613193399319,"              precision  recall  f1-score  support
0                  0.96    0.93      0.94   287.00
1                  0.92    0.96      0.94   253.00
accuracy           0.94    0.94      0.94     0.94
macro avg          0.94    0.94      0.94   540.00
weighted avg       0.94    0.94      0.94   540.00"
13,5,2,9.27008232474327,0.13632474006975398,2.0994759052991867,0.12349858266465805,0.96,0.9585576071262397,"              precision  recall  f1-score  support
0                  0.96    0.97      0.96   287.00
1                  0.96    0.96      0.96   253.00
accuracy           0.96    0.96      0.96     0.96
macro avg          0.96    0.96      0.96   540.00
weighted avg       0.96    0.96      0.96   540.00"
14,5,3,5.651032495778054,0.08310341905555962,2.299634536029771,0.1352726197664571,0.96,0.9635346966133445,"              precision  recall  f1-score  support
0                  0.99    0.95      0.97   287.00
1                  0.94    0.98      0.96   253.00
accuracy           0.96    0.96      0.96     0.96
macro avg          0.96    0.97      0.96   540.00
weighted avg       0.97    0.96      0.96   540.00"
