,fold,epoch,total_train_loss,avg_train_loss,total_val_loss,avg_val_loss,val_accuracy,f1_macro,report
0,1,1,20.66188222169876,0.7124786972999573,5.051528513431549,0.6314410641789436,0.81,0.5184502125029524,"              precision  recall  f1-score  support
0                  0.88    0.87      0.88   142.00
1                  0.70    0.85      0.76    71.00
2                  0.00    0.00      0.00    12.00
accuracy           0.81    0.81      0.81     0.81
macro avg          0.53    0.57      0.55   225.00
weighted avg       0.78    0.81      0.79   225.00"
1,1,2,11.773513734340668,0.40598323221864374,4.3996808379888535,0.5499601047486067,0.84,0.5323223340613732,"              precision  recall  f1-score  support
0                  0.87    0.92      0.89   142.00
1                  0.76    0.82      0.79    71.00
2                  0.00    0.00      0.00    12.00
accuracy           0.84    0.84      0.84     0.84
macro avg          0.55    0.58      0.56   225.00
weighted avg       0.79    0.84      0.81   225.00"
2,1,3,7.445881336927414,0.256754528859566,4.261132553219795,0.5326415691524744,0.84,0.5352559634802296,"              precision  recall  f1-score  support
0                  0.89    0.89      0.89   142.00
1                  0.74    0.87      0.80    71.00
2                  0.00    0.00      0.00    12.00
accuracy           0.84    0.84      0.84     0.84
macro avg          0.54    0.59      0.56   225.00
weighted avg       0.80    0.84      0.81   225.00"
3,1,4,4.427656153216958,0.15267779838679166,3.955322340130806,0.49441529251635075,0.84,0.7050225708434689,"              precision  recall  f1-score  support
0                  0.88    0.91      0.90   142.00
1                  0.79    0.85      0.82    71.00
2                  0.33    0.08      0.13    12.00
accuracy           0.84    0.84      0.84     0.84
macro avg          0.67    0.61      0.62   225.00
weighted avg       0.82    0.84      0.83   225.00"
4,2,1,22.281803786754608,0.7683380616122278,3.854349195957184,0.481793649494648,0.85,0.6600055480707934,"              precision  recall  f1-score  support
0                  0.87    0.92      0.90   142.00
1                  0.81    0.86      0.84    71.00
2                  0.00    0.00      0.00    12.00
accuracy           0.85    0.85      0.85     0.85
macro avg          0.56    0.59      0.58   225.00
weighted avg       0.81    0.85      0.83   225.00"
5,2,2,12.882130771875381,0.4442114059267373,2.5869776904582977,0.3233722113072872,0.87,0.675023566885695,"              precision  recall  f1-score  support
0                  0.92    0.92      0.92   142.00
1                  0.80    0.93      0.86    71.00
2                  0.00    0.00      0.00    12.00
accuracy           0.87    0.87      0.87     0.87
macro avg          0.57    0.62      0.59   225.00
weighted avg       0.83    0.87      0.85   225.00"
6,2,3,7.960824675858021,0.2745111957192421,2.4573242738842964,0.30716553423553705,0.88,0.6854311894293024,"              precision  recall  f1-score  support
0                  0.91    0.94      0.92   142.00
1                  0.84    0.93      0.88    71.00
2                  0.00    0.00      0.00    12.00
accuracy           0.88    0.88      0.88     0.88
macro avg          0.58    0.62      0.60   225.00
weighted avg       0.84    0.88      0.86   225.00"
7,2,4,4.764867506921291,0.16430577610073419,2.6162021718919277,0.32702527148649096,0.88,0.6865699563201778,"              precision  recall  f1-score  support
0                  0.91    0.94      0.92   142.00
1                  0.86    0.93      0.89    71.00
2                  0.00    0.00      0.00    12.00
accuracy           0.88    0.88      0.88     0.88
macro avg          0.59    0.62      0.61   225.00
weighted avg       0.85    0.88      0.86   225.00"
8,2,5,2.9922975581139326,0.10318267441772182,2.9769956208765507,0.37212445260956883,0.87,0.700497589299918,"              precision  recall  f1-score  support
0                  0.93    0.89      0.91   142.00
1                  0.85    0.89      0.87    71.00
2                  0.36    0.42      0.38    12.00
accuracy           0.87    0.87      0.87     0.87
macro avg          0.71    0.73      0.72   225.00
weighted avg       0.87    0.87      0.87   225.00"
9,3,1,21.748743772506714,0.7499566818105763,3.8301643431186676,0.47877054288983345,0.83,0.6468608367736275,"              precision  recall  f1-score  support
0                  0.86    0.91      0.88   142.00
1                  0.76    0.80      0.78    71.00
2                  0.00    0.00      0.00    12.00
accuracy           0.83    0.83      0.83     0.83
macro avg          0.54    0.57      0.55   225.00
weighted avg       0.78    0.83      0.80   225.00"
10,3,2,12.075489401817322,0.4163961862695628,3.299652360379696,0.412456545047462,0.84,0.6589390965815939,"              precision  recall  f1-score  support
0                  0.88    0.93      0.90   142.00
1                  0.77    0.82      0.79    71.00
2                  0.00    0.00      0.00    12.00
accuracy           0.84    0.84      0.84     0.84
macro avg          0.55    0.58      0.57   225.00
weighted avg       0.80    0.84      0.82   225.00"
11,3,3,7.520548015832901,0.25932924192527246,3.8143507353961468,0.47679384192451835,0.86,0.6666676540744056,"              precision  recall  f1-score  support
0                  0.87    0.96      0.91   142.00
1                  0.84    0.79      0.81    71.00
2                  0.00    0.00      0.00    12.00
accuracy           0.86    0.86      0.86     0.86
macro avg          0.57    0.58      0.57   225.00
weighted avg       0.81    0.86      0.83   225.00"
12,4,1,22.209259301424026,0.7658365276353113,3.6957221999764442,0.46196527499705553,0.83,0.714073048203225,"              precision  recall  f1-score  support
0                  0.87    0.91      0.89   142.00
1                  0.75    0.80      0.78    71.00
2                  0.00    0.00      0.00    12.00
accuracy           0.83    0.83      0.83     0.83
macro avg          0.54    0.57      0.55   225.00
weighted avg       0.78    0.83      0.80   225.00"
13,4,2,12.341866627335548,0.42558160783915683,2.9657970406115055,0.3707246300764382,0.87,0.7527424120607311,"              precision  recall  f1-score  support
0                  0.91    0.92      0.91   142.00
1                  0.80    0.93      0.86    71.00
2                  0.00    0.00      0.00    12.00
accuracy           0.87    0.87      0.87     0.87
macro avg          0.57    0.62      0.59   225.00
weighted avg       0.83    0.87      0.85   225.00"
14,4,3,8.475645907223225,0.29226365197321463,2.984206259250641,0.3730257824063301,0.87,0.7469468728386484,"              precision  recall  f1-score  support
0                  0.94    0.89      0.91   142.00
1                  0.76    0.97      0.85    71.00
2                  0.00    0.00      0.00    12.00
accuracy           0.87    0.87      0.87     0.87
macro avg          0.57    0.62      0.59   225.00
weighted avg       0.83    0.87      0.85   225.00"
15,4,4,4.990082897245884,0.1720718240429615,4.1099861254915595,0.5137482656864449,0.81,0.6160938216760805,"              precision  recall  f1-score  support
0                  0.95    0.80      0.87   142.00
1                  0.71    0.99      0.83    71.00
2                  0.00    0.00      0.00    12.00
accuracy           0.81    0.81      0.81     0.81
macro avg          0.55    0.59      0.56   225.00
weighted avg       0.82    0.81      0.81   225.00"
16,4,5,4.307551892474294,0.148536272154286,3.514190391637385,0.4392737989546731,0.85,0.6993816367229679,"              precision  recall  f1-score  support
0                  0.93    0.87      0.90   142.00
1                  0.85    0.93      0.89    71.00
2                  0.13    0.17      0.15    12.00
accuracy           0.85    0.85      0.85     0.85
macro avg          0.64    0.65      0.64   225.00
weighted avg       0.86    0.85      0.85   225.00"
17,5,1,21.822183042764664,0.7524890704401608,4.041807368397713,0.5052259210497141,0.8,0.6562822609825486,"              precision  recall  f1-score  support
0                  0.84    0.89      0.86    142.0
1                  0.71    0.74      0.73     70.0
2                  0.00    0.00      0.00     13.0
accuracy           0.80    0.80      0.80      0.8
macro avg          0.52    0.55      0.53    225.0
weighted avg       0.75    0.80      0.77    225.0"
18,5,2,11.82382619380951,0.40771814461412104,3.4128903448581696,0.4266112931072712,0.83,0.6850778027915063,"              precision  recall  f1-score  support
0                  0.86    0.91      0.88   142.00
1                  0.77    0.83      0.80    70.00
2                  0.00    0.00      0.00    13.00
accuracy           0.83    0.83      0.83     0.83
macro avg          0.54    0.58      0.56   225.00
weighted avg       0.78    0.83      0.81   225.00"
19,5,3,7.441726982593536,0.2566112752618461,3.557973776012659,0.4447467220015824,0.85,0.6964084136469377,"              precision  recall  f1-score  support
0                  0.88    0.93      0.90   142.00
1                  0.79    0.84      0.81    70.00
2                  0.00    0.00      0.00    13.00
accuracy           0.85    0.85      0.85     0.85
macro avg          0.56    0.59      0.57   225.00
weighted avg       0.80    0.85      0.82   225.00"
