,fold,epoch,total_train_loss,avg_train_loss,total_val_loss,avg_val_loss,val_accuracy,f1_macro,report
0,1,1,22.223954886198044,0.7663432719378636,3.72267447412014,0.4653343092650175,0.86,0.6336357071862051,"              precision  recall  f1-score  support
0                  0.00    0.00      0.00    15.00
1                  0.85    0.96      0.90   148.00
2                  0.88    0.82      0.85    62.00
accuracy           0.86    0.86      0.86     0.86
macro avg          0.58    0.59      0.58   225.00
weighted avg       0.80    0.86      0.83   225.00"
1,1,2,13.348225452005863,0.4602836362760642,3.1283221170306206,0.39104026462882757,0.86,0.6365690962608985,"              precision  recall  f1-score  support
0                  0.00    0.00      0.00    15.00
1                  0.85    0.97      0.91   148.00
2                  0.89    0.82      0.86    62.00
accuracy           0.86    0.86      0.86     0.86
macro avg          0.58    0.60      0.59   225.00
weighted avg       0.81    0.86      0.83   225.00"
2,1,3,10.146916173398495,0.34989366115167225,2.8465954922139645,0.35582443652674556,0.86,0.632859906391626,"              precision  recall  f1-score  support
0                  0.00    0.00      0.00    15.00
1                  0.86    0.96      0.90   148.00
2                  0.86    0.82      0.84    62.00
accuracy           0.86    0.86      0.86     0.86
macro avg          0.57    0.59      0.58   225.00
weighted avg       0.80    0.86      0.83   225.00"
3,1,4,6.994533367455006,0.24119080577431054,2.5098238233476877,0.31372797791846097,0.88,0.7797786159124236,"              precision  recall  f1-score  support
0                  0.70    0.47      0.56    15.00
1                  0.90    0.95      0.92   148.00
2                  0.88    0.82      0.85    62.00
accuracy           0.88    0.88      0.88     0.88
macro avg          0.83    0.75      0.78   225.00
weighted avg       0.88    0.88      0.88   225.00"
4,1,5,4.111043658107519,0.1417601261416386,2.884959395043552,0.360619924380444,0.88,0.7805880516201016,"              precision  recall  f1-score  support
0                  0.67    0.53      0.59    15.00
1                  0.90    0.95      0.92   148.00
2                  0.89    0.82      0.86    62.00
accuracy           0.88    0.88      0.88     0.88
macro avg          0.82    0.77      0.79   225.00
weighted avg       0.88    0.88      0.88   225.00"
5,2,1,22.198820501565933,0.7654765690195149,4.781898558139801,0.5977373197674751,0.82,0.5182090246587109,"              precision  recall  f1-score  support
0                  0.00    0.00      0.00    16.00
1                  0.82    0.96      0.88   148.00
2                  0.84    0.70      0.77    61.00
accuracy           0.82    0.82      0.82     0.82
macro avg          0.55    0.55      0.55   225.00
weighted avg       0.77    0.82      0.79   225.00"
6,2,2,13.22636404633522,0.45608151883914555,4.1707828640937805,0.5213478580117226,0.85,0.6660467151380272,"              precision  recall  f1-score  support
0                  0.00    0.00      0.00    16.00
1                  0.84    0.98      0.90   148.00
2                  0.90    0.77      0.83    61.00
accuracy           0.85    0.85      0.85     0.85
macro avg          0.58    0.58      0.58   225.00
weighted avg       0.80    0.85      0.82   225.00"
7,2,3,9.573161318898201,0.3301090109964897,4.037471249699593,0.5046839062124491,0.86,0.6126327833645283,"              precision  recall  f1-score  support
0                  0.83    0.31      0.45    16.00
1                  0.86    0.96      0.90   148.00
2                  0.89    0.77      0.82    61.00
accuracy           0.86    0.86      0.86     0.86
macro avg          0.86    0.68      0.73   225.00
weighted avg       0.86    0.86      0.85   225.00"
8,2,4,5.9442923329770565,0.20497559768886403,4.541028156876564,0.5676285196095705,0.85,0.624108585781287,"              precision  recall  f1-score  support
0                  0.60    0.38      0.46    16.00
1                  0.86    0.95      0.90   148.00
2                  0.88    0.75      0.81    61.00
accuracy           0.85    0.85      0.85     0.85
macro avg          0.78    0.69      0.73   225.00
weighted avg       0.85    0.85      0.85   225.00"
9,3,1,22.151555329561234,0.7638467355021115,3.9405223578214645,0.49256529472768307,0.85,0.6201600186158895,"              precision  recall  f1-score  support
0                  0.00    0.00      0.00    16.00
1                  0.82    1.00      0.90   148.00
2                  0.98    0.70      0.82    61.00
accuracy           0.85    0.85      0.85     0.85
macro avg          0.60    0.57      0.57   225.00
weighted avg       0.80    0.85      0.81   225.00"
