,fold,epoch,total_train_loss,avg_train_loss,total_val_loss,avg_val_loss,val_accuracy,f1_macro,report
0,1,1,51.61805057525635,1.7799327784571155,13.585538506507874,1.6981923133134842,0.49,0.17900748407909287,"              precision  recall  f1-score  support
0                  0.00    0.00      0.00    13.00
1                  0.00    0.00      0.00     1.00
2                  0.00    0.00      0.00     1.00
3                  0.45    1.00      0.62    87.00
4                  0.81    0.38      0.51    56.00
5                  0.00    0.00      0.00     5.00
6                  0.60    0.07      0.12    43.00
7                  0.00    0.00      0.00    13.00
8                  0.00    0.00      0.00     6.00
accuracy           0.49    0.49      0.49     0.49
macro avg          0.21    0.16      0.14   225.00
weighted avg       0.49    0.49      0.39   225.00"
1,1,2,36.261777341365814,1.2504061152195107,10.715945184230804,1.3394931480288506,0.7,0.3435251084341642,"              precision  recall  f1-score  support
0                  0.00    0.00      0.00     13.0
1                  0.00    0.00      0.00      1.0
2                  0.00    0.00      0.00      1.0
3                  0.72    0.90      0.80     87.0
4                  0.69    0.77      0.73     56.0
5                  0.00    0.00      0.00      5.0
6                  0.69    0.86      0.76     43.0
7                  0.00    0.00      0.00     13.0
8                  0.00    0.00      0.00      6.0
accuracy           0.70    0.70      0.70      0.7
macro avg          0.23    0.28      0.25    225.0
weighted avg       0.58    0.70      0.63    225.0"
2,1,3,26.11867880821228,0.9006440968349062,9.241083145141602,1.1551353931427002,0.71,0.3915806023593075,"              precision  recall  f1-score  support
0                  0.00    0.00      0.00    13.00
1                  0.00    0.00      0.00     1.00
2                  0.00    0.00      0.00     1.00
3                  0.71    0.92      0.80    87.00
4                  0.74    0.70      0.72    56.00
5                  0.00    0.00      0.00     5.00
6                  0.72    0.84      0.77    43.00
7                  0.56    0.38      0.45    13.00
8                  0.00    0.00      0.00     6.00
accuracy           0.71    0.71      0.71     0.71
macro avg          0.30    0.32      0.30   225.00
weighted avg       0.63    0.71      0.66   225.00"
3,1,4,19.12368381023407,0.659437372766692,8.314563393592834,1.0393204241991043,0.73,0.4444375989712987,"              precision  recall  f1-score  support
0                  0.50    0.23      0.32    13.00
1                  0.00    0.00      0.00     1.00
2                  0.00    0.00      0.00     1.00
3                  0.79    0.80      0.80    87.00
4                  0.69    0.86      0.76    56.00
5                  0.00    0.00      0.00     5.00
6                  0.75    0.84      0.79    43.00
7                  0.67    0.62      0.64    13.00
8                  0.00    0.00      0.00     6.00
accuracy           0.73    0.73      0.73     0.73
macro avg          0.38    0.37      0.37   225.00
weighted avg       0.69    0.73      0.70   225.00"
4,1,5,13.893573962152004,0.47908875731558637,8.573313474655151,1.071664184331894,0.76,0.45724411255967007,"              precision  recall  f1-score  support
0                  0.56    0.38      0.45    13.00
1                  0.00    0.00      0.00     1.00
2                  0.00    0.00      0.00     1.00
3                  0.83    0.82      0.82    87.00
4                  0.69    0.89      0.78    56.00
5                  0.00    0.00      0.00     5.00
6                  0.80    0.84      0.82    43.00
7                  0.62    0.62      0.62    13.00
8                  0.00    0.00      0.00     6.00
accuracy           0.76    0.76      0.76     0.76
macro avg          0.39    0.39      0.39   225.00
weighted avg       0.71    0.76      0.73   225.00"
5,2,1,51.9460551738739,1.7912432818577206,10.959200143814087,1.3699000179767609,0.48,0.29275660407960635,"              precision  recall  f1-score  support
0                  0.00    0.00      0.00    13.00
1                  0.00    0.00      0.00     1.00
2                  0.00    0.00      0.00     1.00
3                  0.43    0.97      0.59    86.00
4                  0.79    0.40      0.53    57.00
5                  0.00    0.00      0.00     5.00
6                  1.00    0.05      0.09    43.00
7                  0.00    0.00      0.00    13.00
8                  0.00    0.00      0.00     6.00
accuracy           0.48    0.48      0.48     0.48
macro avg          0.25    0.16      0.14   225.00
weighted avg       0.56    0.48      0.38   225.00"
6,2,2,36.26700121164322,1.2505862486773525,7.884222149848938,0.9855277687311172,0.68,0.43508367710373974,"              precision  recall  f1-score  support
0                  0.00    0.00      0.00    13.00
1                  0.00    0.00      0.00     1.00
2                  0.00    0.00      0.00     1.00
3                  0.68    0.87      0.76    86.00
4                  0.75    0.84      0.79    57.00
5                  0.00    0.00      0.00     5.00
6                  0.62    0.72      0.67    43.00
7                  0.00    0.00      0.00    13.00
8                  0.00    0.00      0.00     6.00
accuracy           0.68    0.68      0.68     0.68
macro avg          0.23    0.27      0.25   225.00
weighted avg       0.57    0.68      0.62   225.00"
7,2,3,25.89645230770111,0.892981114058659,6.84804704785347,0.8560058809816837,0.69,0.4610294706904427,"              precision  recall  f1-score  support
0                  0.00    0.00      0.00    13.00
1                  0.00    0.00      0.00     1.00
2                  0.00    0.00      0.00     1.00
3                  0.70    0.86      0.77    86.00
4                  0.70    0.88      0.78    57.00
5                  0.00    0.00      0.00     5.00
6                  0.67    0.67      0.67    43.00
7                  0.50    0.23      0.32    13.00
8                  0.00    0.00      0.00     6.00
accuracy           0.69    0.69      0.69     0.69
macro avg          0.29    0.29      0.28   225.00
weighted avg       0.61    0.69      0.64   225.00"
8,2,4,18.677449464797974,0.6440499815447577,6.480723157525063,0.8100903946906328,0.71,0.47623146607919525,"              precision  recall  f1-score  support
0                  0.00    0.00      0.00    13.00
1                  0.00    0.00      0.00     1.00
2                  0.00    0.00      0.00     1.00
3                  0.69    0.94      0.79    86.00
4                  0.82    0.81      0.81    57.00
5                  0.00    0.00      0.00     5.00
6                  0.67    0.67      0.67    43.00
7                  0.57    0.31      0.40    13.00
8                  0.00    0.00      0.00     6.00
accuracy           0.71    0.71      0.71     0.71
macro avg          0.31    0.30      0.30   225.00
weighted avg       0.63    0.71      0.66   225.00"
9,2,5,14.272188484668732,0.49214443050581835,6.168464370071888,0.771058046258986,0.75,0.5288911797229323,"              precision  recall  f1-score  support
0                  0.29    0.15      0.20    13.00
1                  0.00    0.00      0.00     1.00
2                  0.00    0.00      0.00     1.00
3                  0.74    0.91      0.82    86.00
4                  0.81    0.95      0.87    57.00
5                  0.00    0.00      0.00     5.00
6                  0.78    0.67      0.72    43.00
7                  0.67    0.46      0.55    13.00
8                  0.00    0.00      0.00     6.00
accuracy           0.75    0.75      0.75     0.75
macro avg          0.36    0.35      0.35   225.00
weighted avg       0.69    0.75      0.71   225.00"
